"SMILES","CASRN","RECORDID","MOLECULEID","NAME","ARTICLEID","PAGE","TABLE","ERROR","log(IGC50-1) {measured}","UNIT {log(IGC50-1)}","log(IGC50-1) {predicted by ochem.eu/model/3 in -log(mmol/L)}","log(IGC50-1) {measured, converted}","UNIT {log(IGC50-1)}","ASNN-STDEV{log(IGC50-1) by Toxicity against T. Pyriformis}","ASNN-CORREL{log(IGC50-1) by Toxicity against T. Pyriformis}","Dataset","HALOG","MW","N","NA","NH","O","PSA","S","SaaCH","aCNOS","SaasC","SsCH3","RBONDS","SssCH2","DONORS","SsNH2","SsNH2(al)","SsssCH","SsOH","SsOH(alc)","SssssC","SsNH2(ar)","ACCEPTORS","SssO","SsOH(phen)","SsCl","SdCH2","SdsCH","SsI","SsBr","SdO","SdO(keto)","SdO(nitro)","SdssC","StN","StsC","SsF","SdS","SsNH2(oth)","SddC","SssNH","SssNH(ar)","SaaN","SsssN","SdO(ester)","SdO(amid)","SssNH(oth)","SssS","StCH","SsSH","SdO(sulfo)","SdssS","SddssS","SdO(acid)","SssNH(al)","SaaaC","COMMENTS","INCHI_KEY"
"CCOC(=O)CCCCl","3153-36-4","R34348","M8154","Ethyl gamma -chlorobutyrate","A1994","-","-","-","-0.2809","-log(mmol/L)","-0.249099999666214","-0.2809","-log(mmol/L)","0.2303","0.1643","Train","1.0","151.0","0.0","9.0","11.0","2.0","26.3","0.0","0.0","0.0","0.0","1.79","5.0","2.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","4.65","0.0","5.34","0.0","0.0","0.0","0.0","10.5","0.0","0.0","-0.154","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","OPXNFHAILOHHFO-UHFFFAOYSA"
"BrCCCCC#N","5414-21-1","R34349","M7665","Pentanenitrile, 5-bromo- (9CI)","A1994","-","","-","-0.2147","-log(mmol/L)","0.16419999301433563","-0.2147","-log(mmol/L)","0.4613","0.1091","Train","1.0","162.0","1.0","7.0","8.0","0.0","23.8","0.0","0.0","0.0","0.0","0.0","4.0","3.87","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.27","0.0","0.0","0.0","0.0","8.03","2.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","NWWWGAKVHCSAEU-UHFFFAOYSA"
"BrCCCCCCC#N","20965-27-9","R34350","M4142","6-Cyanohexyl bromide","A1994","-","-","-","0.512","-log(mmol/L)","0.5425999760627747","0.512","-log(mmol/L)","0.4239","0.08361","Train","1.0","190.0","1.0","9.0","12.0","0.0","23.8","0.0","0.0","0.0","0.0","0.0","6.0","6.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.35","0.0","0.0","0.0","0.0","8.16","2.13","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","HVVQSKCGHAPHMV-UHFFFAOYSA"
"ClCCC#N","542-76-7","R34351","M3362","Propionitrile, 3-chloro-","A1994","-","-","-","-0.9986","-log(mmol/L)","0.8359000086784363","-0.9986","-log(mmol/L)","0.2955","0.2924","Train","1.0","89.5","1.0","5.0","4.0","0.0","23.8","0.0","0.0","0.0","0.0","0.0","2.0","0.915","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5.08","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.73","1.88","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","GNHMRTZZNHZDDM-UHFFFAOYSA"
"OC(=O)CCCBr","2623-87-2","R34352","M3452","Butyric acid, 4-bromo-","A1994","-","-","-","-0.7711","-log(mmol/L)","-0.014039999805390835","-0.7711","-log(mmol/L)","0.4066","0.03645","Train","1.0","167.0","0.0","7.0","7.0","2.0","37.3","0.0","0.0","0.0","0.0","0.0","3.0","1.76","1.0","0.0","0.0","0.0","8.02","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.12","9.74","0.0","0.0","-0.723","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.74","0.0","0.0","-","GRHQDJDRGZFIPO-UHFFFAOYSA"
"OC(=O)CCBr","590-92-1","R34353","M1968","Propionic acid, 3-bromo-","A1994","-","-","-","-0.0444","-log(mmol/L)","-0.6651999950408936","-0.0444","-log(mmol/L)","0.2982","0.07802","Train","1.0","153.0","0.0","6.0","5.0","2.0","37.3","0.0","0.0","0.0","0.0","0.0","2.0","0.752","1.0","0.0","0.0","0.0","7.88","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","2.97","9.57","0.0","0.0","-0.757","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.57","0.0","0.0","-","DHXNZYCXMFBMHE-UHFFFAOYSA"
"OC(=O)CCCCl","627-00-9","R34354","M4571","Butanoic acid, 4-chloro- (9CI)","A1994","-","-","-","-0.6773","-log(mmol/L)","-0.4487000107765198","-0.6773","-log(mmol/L)","0.2569","0.0619","Train","1.0","123.0","0.0","7.0","7.0","2.0","37.3","0.0","0.0","0.0","0.0","0.0","3.0","1.19","1.0","0.0","0.0","0.0","7.99","0.0","0.0","0.0","1.0","0.0","0.0","5.18","0.0","0.0","0.0","0.0","9.7","0.0","0.0","-0.777","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.7","0.0","0.0","-","IPLKGJHGWCVSOG-UHFFFAOYSA"
"OC(=O)CCCl","107-94-8","R34355","M9074","Propionic acid, 3-chloro-","A1994","-","-","-","-0.3321","-log(mmol/L)","-0.666700005531311","-0.3321","-log(mmol/L)","0.2534","0.1519","Train","1.0","109.0","0.0","6.0","5.0","2.0","37.3","0.0","0.0","0.0","0.0","0.0","2.0","0.261","1.0","0.0","0.0","0.0","7.83","0.0","0.0","0.0","1.0","0.0","0.0","5.02","0.0","0.0","0.0","0.0","9.52","0.0","0.0","-0.843","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.52","0.0","0.0","-","QEYMMOKECZBKAC-UHFFFAOYSA"
"OC(=O)CCCCCl","1119-46-6","R34356","M13793","5-Chloropentanoic acid","A1994","-","-","-","-0.2857","-log(mmol/L)","-0.4553999900817871","-0.2857","-log(mmol/L)","0.2109","0.1076","Train","1.0","137.0","0.0","8.0","9.0","2.0","37.3","0.0","0.0","0.0","0.0","0.0","4.0","2.3","1.0","0.0","0.0","0.0","8.1","0.0","0.0","0.0","1.0","0.0","0.0","5.29","0.0","0.0","0.0","0.0","9.83","0.0","0.0","-0.741","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.83","0.0","0.0","-","YSXDKDWNIPOSMF-UHFFFAOYSA"
"CC(C)C(Br)C(O)=O","565-74-2","R34357","M10987","Butyric acid, 2-bromo-3-methyl-","A1994","-","-","-","-0.5492","-log(mmol/L)","0.2939000129699707","-0.5492","-log(mmol/L)","0.4311","0.06337","Train","1.0","181.0","0.0","8.0","9.0","2.0","37.3","0.0","0.0","0.0","0.0","3.71","2.0","0.0","1.0","0.0","0.0","-0.241","8.31","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","10.1","0.0","0.0","-0.792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.1","0.0","0.0","-","UEBARDWJXBGYEJ-UHFFFAOYSA"
"CCCCC(Br)C(O)=O","616-05-7","R34358","M4234","2-Bromohexanoic acid","A1994","-","-","-","0.4547","-log(mmol/L)","-0.1421000063419342","0.4547","-log(mmol/L)","0.3258","0.1647","Train","1.0","195.0","0.0","9.0","11.0","2.0","37.3","0.0","0.0","0.0","0.0","2.04","4.0","2.75","1.0","0.0","0.0","-0.35","8.36","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","3.04","10.2","0.0","0.0","-0.761","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.2","0.0","0.0","-","HZTPKMIMXLTOSK-UHFFFAOYSA"
"CC(=O)NN","1068-57-1","R34359","M7876","Monoacetyl hydrazine","A1994","-","-","-","-1.3796","-log(mmol/L)","-1.0679999589920044","-1.3796","-log(mmol/L)","0.4174","0.09821","Train","0.0","74.1","2.0","5.0","6.0","1.0","55.1","0.0","0.0","0.0","0.0","1.35","0.0","0.0","3.0","4.57","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.58","0.0","0.0","-0.218","0.0","0.0","0.0","0.0","0.0","0.0","1.89","0.0","0.0","0.0","0.0","9.58","1.89","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","OFLXLNCGODUUOT-UHFFFAOYSA"
"CCCC(=O)NN","3538-65-6","R34360","M2482","Butyric acid hydrazide","A1994","-","","-","-0.972","-log(mmol/L)","-1.0809999704360962","-0.972","-log(mmol/L)","0.4689","0.09867","Train","0.0","102.0","2.0","7.0","10.0","1.0","55.1","0.0","0.0","0.0","0.0","1.93","2.0","1.38","3.0","4.76","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.2","0.0","0.0","-0.0949","0.0","0.0","0.0","0.0","0.0","0.0","2.03","0.0","0.0","0.0","0.0","10.2","2.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","FCCCRBDJBTVFSJ-UHFFFAOYSA"
"NNC(=O)CCCCC(=O)NN","1071-93-8","R34361","M4282","Adipic acid, dihydrazide (8CI)","A1994","-","-","-","-1.3744","-log(mmol/L)","-0.8348000049591064","-1.3744","-log(mmol/L)","0.7812","0.3685","Train","0.0","174.0","4.0","12.0","14.0","2.0","110.0","0.0","0.0","0.0","0.0","0.0","5.0","1.95","6.0","9.68","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.1","0.0","0.0","-0.439","0.0","0.0","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0.0","21.1","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","IBVAQQYNSHJXBV-UHFFFAOYSA"
"NNC=O","624-84-0","R34362","M13344","Formhydrazid (German)","A1994","-","-","-","-0.8708","-log(mmol/L)","-1.496000051498413","-0.8708","-log(mmol/L)","0.3517","0.09222","Train","0.0","60.1","2.0","4.0","4.0","1.0","55.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","4.41","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.403","0.0","0.0","8.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.75","0.0","0.0","0.0","0.0","8.94","1.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","XZBIXDPGRMLSTC-UHFFFAOYSA"
"N#CCCCCC#N","111-69-3","R34363","M1033","Nitrile adipico(ITALIAN)","A1994","-","-","-","-1.5381","-log(mmol/L)","-0.8575999736785889","-1.5381","-log(mmol/L)","0.6292","0.3739","Train","0.0","108.0","2.0","8.0","8.0","0.0","47.6","0.0","0.0","0.0","0.0","0.0","5.0","2.9","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.1","4.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","BTGRAWJCKBQKAO-UHFFFAOYSA"
"CC(=O)CC(C)=O","123-54-6","R34364","M13753","Acetylaceetone","A1994","-","-","-","-0.2721","-log(mmol/L)","-0.567799985408783","-0.2721","-log(mmol/L)","0.2953","0.2955","Train","0.0","100.0","0.0","7.0","8.0","2.0","34.1","0.0","0.0","0.0","0.0","2.81","2.0","0.0833","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.1","20.1","0.0","-0.125","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","YRKCREAYFQTBPV-UHFFFAOYSA"
"O=C1CCC(=O)CC1","637-88-7","R34365","M1857","Tetrahydroquinone","A1994","-","-","-","-1.6677","-log(mmol/L)","-0.5023000240325928","-1.6677","-log(mmol/L)","0.5141","0.1427","Train","0.0","112.0","0.0","8.0","8.0","2.0","34.1","0.0","0.0","0.0","0.0","0.0","0.0","1.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.9","20.9","0.0","0.481","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","DCZFGQYXRKMVFG-UHFFFAOYSA"
"CCC(=O)CC(=O)CC","7424-54-6","R34366","M1933","3,5-heptadione","A1994","-","-","-","-0.3816","-log(mmol/L)","-0.1882999986410141","-0.3816","-log(mmol/L)","0.2659","0.206","Train","0.0","128.0","0.0","9.0","12.0","2.0","34.1","0.0","0.0","0.0","0.0","3.54","4.0","1.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.1","21.1","0.0","0.0868","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","DGCTVLNZTFDPDJ-UHFFFAOYSA"
"CCCCC(=O)CC(C)=O","14090-87-0","R34367","M3278","2,4-Octanedione","A1994","-","-","-","0.1298","-log(mmol/L)","0.06289999932050705","0.1298","-log(mmol/L)","0.2521","0.1349","Train","0.0","142.0","0.0","10.0","14.0","2.0","34.1","0.0","0.0","0.0","0.0","3.48","5.0","2.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.2","21.2","0.0","0.0514","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","GJYXGIIWJFZCLN-UHFFFAOYSA"
"CCCCCC(=O)CC(C)=O","6175-23-1","R34368","M5527","NCINSC#20699","A1994","-","-","-","0.5058","-log(mmol/L)","0.21780000627040863","0.5058","-log(mmol/L)","0.3244","0.05774","Train","0.0","156.0","0.0","11.0","16.0","2.0","34.1","0.0","0.0","0.0","0.0","3.55","6.0","3.84","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.4","21.4","0.0","0.0671","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","KFBXUKHERGLHLG-UHFFFAOYSA"
"NCCO","141-43-5","R34369","M4218","2-Aminoaethanol (German)","A1994","-","-","-","-1.3855","-log(mmol/L)","-1.850000023841858","-1.3855","-log(mmol/L)","0.2792","0.07102","Train","0.0","61.1","1.0","4.0","7.0","1.0","46.2","0.0","0.0","0.0","0.0","0.0","1.0","0.472","3.0","4.78","4.78","0.0","7.75","7.75","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","HZAXFHJVJLSVMW-UHFFFAOYSA"
"NCCCO","156-87-6","R34370","M12615","1-Propanol, 3-amino-","A1994","-","-","-","-1.6917","-log(mmol/L)","-1.3830000162124634","-1.6917","-log(mmol/L)","0.2234","0.05476","Train","0.0","75.1","1.0","5.0","9.0","1.0","46.2","0.0","0.0","0.0","0.0","0.0","2.0","1.53","3.0","4.98","4.98","0.0","7.99","7.99","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","WUGQZFFCHPXWKQ-UHFFFAOYSA"
"CNCCO","109-83-1","R34371","M8141","Monomethyl-aminoaethanol (German)","A1994","-","-","-","-1.8202","-log(mmol/L)","-1.871000051498413","-1.8202","-log(mmol/L)","0.4457","0.08246","Train","0.0","75.1","1.0","5.0","9.0","1.0","32.3","0.0","0.0","0.0","0.0","1.8","2.0","0.927","2.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.77","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.77","0.0","-","OPKOKAMJFNKNAS-UHFFFAOYSA"
"CCNCCO","110-73-6","R34372","M6782","Ethanol, 2-(ethylamino)-","A1994","-","-","-","-1.6491","-log(mmol/L)","-1.7380000352859497","-1.6491","-log(mmol/L)","0.4017","0.02445","Train","0.0","89.2","1.0","6.0","11.0","1.0","32.3","0.0","0.0","0.0","0.0","2.0","3.0","1.91","2.0","0.0","0.0","0.0","8.14","8.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.95","0.0","-","MIJDSYMOBYNHOT-UHFFFAOYSA"
"CC(C)(N)CO","124-68-5","R34373","M1233","2-Amino-2-methyl-1-propanol","A1994","-","-","-","-1.9315","-log(mmol/L)","-1.1360000371932983","-1.9315","-log(mmol/L)","0.25","0.1175","Train","0.0","89.2","1.0","6.0","11.0","1.0","46.2","0.0","0.0","0.0","0.0","3.54","1.0","0.0486","3.0","5.28","5.28","0.0","8.28","8.28","-0.403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","CBTVGIZVANVGBH-UHFFFAOYSA"
"CCCC(N)CO","4146-04-7","R34374","M11158","DL-2-AMINO-1-PENTANOL","A1994","-","-","-","-0.6718","-log(mmol/L)","-0.9363999962806702","-0.6718","-log(mmol/L)","0.256","0.107","Train","0.0","103.0","1.0","7.0","13.0","1.0","46.2","0.0","0.0","0.0","0.0","2.05","3.0","2.1","3.0","5.33","5.33","0.00463","8.34","8.34","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","ULAXUFGARZZKTK-UHFFFAOYSA"
"CC(C)(CN)CO","26734-09-8","R34375","M2763","Neopentanolamine","A1994","-","-","-","-0.9246","-log(mmol/L)","-0.8884000182151794","-0.9246","-log(mmol/L)","0.2176","0.1053","Train","0.0","103.0","1.0","7.0","13.0","1.0","46.2","0.0","0.0","0.0","0.0","3.85","2.0","0.715","3.0","5.26","5.26","0.0","8.51","8.51","-0.0833","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","FNVOFDGAASRDQY-UHFFFAOYSA"
"NCCCCCCO","4048-33-3","R34376","M10678","1-Hexanol, 6-amino- (8CI9CI)","A1994","-","-","-","-0.958","-log(mmol/L)","-0.4894999861717224","-0.958","-log(mmol/L)","0.2627","0.0842","Train","0.0","117.0","1.0","8.0","15.0","1.0","46.2","0.0","0.0","0.0","0.0","0.0","5.0","5.42","3.0","5.25","5.25","0.0","8.33","8.33","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","SUTWPJHCRAITLU-UHFFFAOYSA"
"CCCCC(N)CO","5665-74-7","R34377","M2159","DL-NORLEUCINOL","A1994","-","-","-","-0.5848","-log(mmol/L)","-0.6625999808311462","-0.5848","-log(mmol/L)","0.2823","0.1127","Train","0.0","117.0","1.0","8.0","15.0","1.0","46.2","0.0","0.0","0.0","0.0","2.12","4.0","3.36","3.0","5.41","5.41","0.00921","8.44","8.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","DPEOTCPCYHSVTC-UHFFFAOYSA"
"CC(C)C(N)CO","16369-05-4","R34378","M7669","(DL-VALINOL)","A1994","-","-","-","-0.5852","-log(mmol/L)","-0.9222999811172485","-0.5852","-log(mmol/L)","0.2437","0.06511","Train","0.0","103.0","1.0","7.0","13.0","1.0","46.2","0.0","0.0","0.0","0.0","3.97","2.0","0.0949","3.0","5.37","5.37","0.352","8.38","8.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","NWYYWIJOWOLJNR-UHFFFAOYSA"
"CC(C)(C)C(N)CO","112245-13-3","R34379","M4897","L-t-Leucinol","A1994","-","-","-","-0.7178","-log(mmol/L)","-0.6182000041007996","-0.7178","-log(mmol/L)","0.3313","0.1579","Train","0.0","117.0","1.0","8.0","15.0","1.0","46.2","0.0","0.0","0.0","0.0","6.02","2.0","0.0729","3.0","5.5","5.5","-0.0949","8.55","8.55","0.0365","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","JBULSURVMXPBNA-UHFFFAOYSA"
"CCC(C)C(N)CO","24629-25-2","R34380","M11973","L-Isoleucinol","A1994","-","-","-","-0.6594","-log(mmol/L)","-0.593500018119812","-0.6594","-log(mmol/L)","0.2496","0.01708","Train","0.0","117.0","1.0","8.0","15.0","1.0","46.2","0.0","0.0","0.0","0.0","4.11","3.0","1.15","3.0","5.48","5.48","0.417","8.51","8.51","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","VTQHAQXFSHDMHT-UHFFFAOYSA"
"CC(C)CC(N)CO","7533-40-6","R34381","M11887","L-Leucinol HCl","A1994","-","-","-","-0.6191","-log(mmol/L)","-0.6223000288009644","-0.6191","-log(mmol/L)","0.276","0.02848","Train","0.0","117.0","1.0","8.0","15.0","1.0","46.2","0.0","0.0","0.0","0.0","4.19","3.0","1.02","3.0","5.42","5.42","0.576","8.46","8.46","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","VPSSPAXIFBTOHY-UHFFFAOYSA"
"CC(C)(C)NCCO","4620-70-6","R34382","M4710","Ethanol, 2-((1,1-dimethylethyl)amino)-","A1994","-","-","-","-1.673","-log(mmol/L)","-1.215999960899353","-1.673","-log(mmol/L)","0.405","0.4641","Train","0.0","117.0","1.0","8.0","15.0","1.0","32.3","0.0","0.0","0.0","0.0","6.22","3.0","0.904","2.0","0.0","0.0","0.0","8.37","8.37","0.142","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.12","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.12","0.0","-","IUXYVKZUDNLISR-UHFFFAOYSA"
"NCC(O)CO","616-30-8","R34383","M5779","1,2-Propanediol, 3-amino-","A1994","-","-","-","-1.8124","-log(mmol/L)","-2.2200000286102295","-1.8124","-log(mmol/L)","0.2744","0.323","Train","0.0","91.1","1.0","6.0","9.0","2.0","66.5","0.0","0.0","0.0","0.0","0.0","2.0","-0.104","4.0","4.87","4.87","-0.732","16.3","16.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","KQIGMPWTAHJUMN-UHFFFAOYSA"
"CN(CCO)CCO","105-59-9","R34384","M1590","1,3-Benzodioxole-5-ethanamine, N-ethyl-alpha-methyl-","A1994","-","-","-","-1.8338","-log(mmol/L)","-1.684000015258789","-1.8338","-log(mmol/L)","0.406","0.07074","Train","0.0","119.0","1.0","8.0","13.0","2.0","43.7","0.0","0.0","0.0","0.0","1.85","4.0","1.61","2.0","0.0","0.0","0.0","16.7","16.7","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.86","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-","CRVGTESFCCXCTH-UHFFFAOYSA"
